,BLA,BLP,MABH,BN,FAR,BD,HBN,AHBH,ABH,DHBH,ABF,CL,RBS,HBFR,BL,LU,SBLU,SLR
632,"H: +25,962.57 to +37,105.02",H: +705.73 to +877.46,I: +80.48 to +100.35,H: +12.00 to +19.00,I: +5.96 to +9.79,G: +0.33 to +0.39,J: +11.00 to +113.00,I: +60.59 to +73.47,J: +59.04 to +176.83,J: +19.31 to +128.65,H: +602.17 to +800.41,H: +0.33 to +0.39,G: +0.86 to +1.00,H: +0.79 to +1.00,E: +0.22 to +0.28,R,"G, R","secondary, tertiary"
633,"J: +68,167.29 to +723,844.63","J: +1,137.65 to +5,919.44",J: +100.35 to +338.05,J: +37.00 to +389.00,G: +2.90 to +4.06,E: +0.21 to +0.28,J: +11.00 to +113.00,H: +50.20 to +60.59,I: +43.58 to +59.04,I: +11.99 to +19.31,G: +466.13 to +602.17,E: +0.12 to +0.20,D: +0.37 to +0.58,F: +0.00 to +0.50,G: +0.35 to +0.44,R,"A, B, R","primary, secondary, tertiary"
634,"F: +10,752.29 to +16,208.22",G: +575.40 to +705.73,H: +62.56 to +80.48,G: +8.00 to +12.00,I: +5.96 to +9.79,H: +0.39 to +0.47,I: +6.00 to +11.00,H: +50.20 to +60.59,I: +43.58 to +59.04,H: +5.71 to +11.99,H: +602.17 to +800.41,H: +0.33 to +0.39,F: +0.73 to +0.86,G: +0.50 to +0.79,G: +0.35 to +0.44,R,"G, R","primary, secondary, tertiary, residential"
635,"B: +1,219.23 to +3,186.09",B: +167.74 to +256.79,G: +47.89 to +62.56,D: +1.00 to +3.00,G: +2.90 to +4.06,E: +0.21 to +0.28,F: +0.00 to +1.00,H: +50.20 to +60.59,H: +32.47 to +43.58,A: +0.00 to +0.00,E: +287.72 to +376.68,F: +0.20 to +0.26,H: +1.00 to +1.00,H: +0.79 to +1.00,G: +0.35 to +0.44,R,R,"primary, secondary, tertiary"
636,"J: +68,167.29 to +723,844.63","J: +1,137.65 to +5,919.44",I: +80.48 to +100.35,J: +37.00 to +389.00,H: +4.06 to +5.96,E: +0.21 to +0.28,J: +11.00 to +113.00,I: +60.59 to +73.47,I: +43.58 to +59.04,I: +11.99 to +19.31,G: +466.13 to +602.17,H: +0.33 to +0.39,D: +0.37 to +0.58,F: +0.00 to +0.50,E: +0.22 to +0.28,R,"A, B, G, R","primary, secondary, tertiary, residential"
637,"G: +16,208.22 to +25,962.57",G: +575.40 to +705.73,I: +80.48 to +100.35,H: +12.00 to +19.00,I: +5.96 to +9.79,F: +0.28 to +0.33,I: +6.00 to +11.00,I: +60.59 to +73.47,I: +43.58 to +59.04,I: +11.99 to +19.31,G: +466.13 to +602.17,F: +0.20 to +0.26,D: +0.37 to +0.58,F: +0.00 to +0.50,F: +0.28 to +0.35,R,"A, B, R, U","secondary, tertiary, residential"
638,"F: +10,752.29 to +16,208.22",E: +373.51 to +479.10,I: +80.48 to +100.35,F: +5.00 to +8.00,J: +9.79 to +49.32,J: +0.62 to +0.99,H: +3.00 to +6.00,I: +60.59 to +73.47,I: +43.58 to +59.04,J: +19.31 to +128.65,"J: +1,173.35 to +23,420.93",J: +0.49 to +1.40,J: +1.00 to +1.00,H: +0.79 to +1.00,I: +0.53 to +0.69,R,A,"primary, tertiary"
639,"E: +7,021.92 to +10,752.29",E: +373.51 to +479.10,I: +80.48 to +100.35,D: +1.00 to +3.00,I: +5.96 to +9.79,H: +0.39 to +0.47,G: +1.00 to +3.00,I: +60.59 to +73.47,I: +43.58 to +59.04,J: +19.31 to +128.65,"J: +1,173.35 to +23,420.93",E: +0.12 to +0.20,H: +1.00 to +1.00,H: +0.79 to +1.00,H: +0.44 to +0.53,R,"A, B, G, R","secondary, tertiary"
640,"G: +16,208.22 to +25,962.57",F: +479.10 to +575.40,H: +62.56 to +80.48,E: +3.00 to +5.00,I: +5.96 to +9.79,F: +0.28 to +0.33,G: +1.00 to +3.00,I: +60.59 to +73.47,I: +43.58 to +59.04,H: +5.71 to +11.99,"J: +1,173.35 to +23,420.93",G: +0.26 to +0.33,F: +0.73 to +0.86,H: +0.79 to +1.00,G: +0.35 to +0.44,R,"A, B, G, R, S","secondary, tertiary, residential"
641,"D: +4,883.63 to +7,021.92",C: +256.79 to +309.19,F: +36.00 to +47.89,D: +1.00 to +3.00,F: +2.17 to +2.90,E: +0.21 to +0.28,F: +0.00 to +1.00,G: +43.06 to +50.20,G: +25.87 to +32.47,A: +0.00 to +0.00,F: +376.68 to +466.13,F: +0.20 to +0.26,H: +1.00 to +1.00,H: +0.79 to +1.00,H: +0.44 to +0.53,R,"A, R, U","secondary, tertiary"
642,"C: +3,186.09 to +4,883.63",C: +256.79 to +309.19,I: +80.48 to +100.35,E: +3.00 to +5.00,J: +9.79 to +49.32,J: +0.62 to +0.99,G: +1.00 to +3.00,I: +60.59 to +73.47,I: +43.58 to +59.04,J: +19.31 to +128.65,"J: +1,173.35 to +23,420.93",I: +0.39 to +0.49,H: +1.00 to +1.00,H: +0.79 to +1.00,H: +0.44 to +0.53,R,"A, G, R, S","secondary, tertiary"
643,"E: +7,021.92 to +10,752.29",D: +309.19 to +373.51,G: +47.89 to +62.56,E: +3.00 to +5.00,I: +5.96 to +9.79,I: +0.47 to +0.62,G: +1.00 to +3.00,H: +50.20 to +60.59,H: +32.47 to +43.58,H: +5.71 to +11.99,H: +602.17 to +800.41,I: +0.39 to +0.49,I: +1.00 to +1.00,H: +0.79 to +1.00,H: +0.44 to +0.53,R,"A, B, R","secondary, tertiary, residential"
644,"C: +3,186.09 to +4,883.63",C: +256.79 to +309.19,G: +47.89 to +62.56,E: +3.00 to +5.00,J: +9.79 to +49.32,J: +0.62 to +0.99,G: +1.00 to +3.00,H: +50.20 to +60.59,I: +43.58 to +59.04,G: +0.00 to +5.71,H: +602.17 to +800.41,J: +0.49 to +1.40,H: +1.00 to +1.00,H: +0.79 to +1.00,I: +0.53 to +0.69,R,"A, B, R","secondary, tertiary"
645,"F: +10,752.29 to +16,208.22",E: +373.51 to +479.10,H: +62.56 to +80.48,D: +1.00 to +3.00,G: +2.90 to +4.06,F: +0.28 to +0.33,F: +0.00 to +1.00,I: +60.59 to +73.47,I: +43.58 to +59.04,A: +0.00 to +0.00,"J: +1,173.35 to +23,420.93",G: +0.26 to +0.33,H: +1.00 to +1.00,H: +0.79 to +1.00,H: +0.44 to +0.53,R,"A, B, G, R","secondary, tertiary, residential"
646,"F: +10,752.29 to +16,208.22",F: +479.10 to +575.40,E: +20.94 to +36.00,G: +8.00 to +12.00,E: +1.50 to +2.17,F: +0.28 to +0.33,A: +0.00 to +0.00,A: +0.00 to +0.00,E: +17.74 to +20.19,A: +0.00 to +0.00,E: +287.72 to +376.68,H: +0.33 to +0.39,F: +0.73 to +0.86,A: +0.00 to +0.00,H: +0.44 to +0.53,R,"A, G, R, S, U",tertiary
647,"F: +10,752.29 to +16,208.22",E: +373.51 to +479.10,D: +12.00 to +20.94,J: +37.00 to +389.00,G: +2.90 to +4.06,I: +0.47 to +0.62,A: +0.00 to +0.00,A: +0.00 to +0.00,D: +12.32 to +17.74,A: +0.00 to +0.00,C: +0.00 to +172.15,J: +0.49 to +1.40,F: +0.73 to +0.86,A: +0.00 to +0.00,I: +0.53 to +0.69,R,"A, B, R","secondary, tertiary, residential"
648,"F: +10,752.29 to +16,208.22",E: +373.51 to +479.10,H: +62.56 to +80.48,F: +5.00 to +8.00,I: +5.96 to +9.79,G: +0.33 to +0.39,H: +3.00 to +6.00,H: +50.20 to +60.59,I: +43.58 to +59.04,H: +5.71 to +11.99,H: +602.17 to +800.41,G: +0.26 to +0.33,F: +0.73 to +0.86,H: +0.79 to +1.00,I: +0.53 to +0.69,R,"A, G, R, U","primary, secondary, tertiary, residential"
649,"E: +7,021.92 to +10,752.29",E: +373.51 to +479.10,E: +20.94 to +36.00,J: +37.00 to +389.00,F: +2.17 to +2.90,I: +0.47 to +0.62,A: +0.00 to +0.00,A: +0.00 to +0.00,D: +12.32 to +17.74,A: +0.00 to +0.00,C: +0.00 to +172.15,I: +0.39 to +0.49,E: +0.58 to +0.73,A: +0.00 to +0.00,I: +0.53 to +0.69,R,"A, B, R","tertiary, residential"
650,"G: +16,208.22 to +25,962.57",G: +575.40 to +705.73,D: +12.00 to +20.94,F: +5.00 to +8.00,F: +2.17 to +2.90,I: +0.47 to +0.62,A: +0.00 to +0.00,A: +0.00 to +0.00,C: +4.58 to +12.32,A: +0.00 to +0.00,"J: +1,173.35 to +23,420.93",J: +0.49 to +1.40,J: +1.00 to +1.00,A: +0.00 to +0.00,I: +0.53 to +0.69,R,"A, R, U","primary, secondary, tertiary, residential"
651,"G: +16,208.22 to +25,962.57",F: +479.10 to +575.40,E: +20.94 to +36.00,J: +37.00 to +389.00,G: +2.90 to +4.06,I: +0.47 to +0.62,A: +0.00 to +0.00,A: +0.00 to +0.00,D: +12.32 to +17.74,A: +0.00 to +0.00,C: +0.00 to +172.15,J: +0.49 to +1.40,E: +0.58 to +0.73,A: +0.00 to +0.00,I: +0.53 to +0.69,R,"A, B, R","primary, secondary, tertiary, residential"
652,"F: +10,752.29 to +16,208.22",F: +479.10 to +575.40,E: +20.94 to +36.00,J: +37.00 to +389.00,E: +1.50 to +2.17,H: +0.39 to +0.47,A: +0.00 to +0.00,A: +0.00 to +0.00,D: +12.32 to +17.74,A: +0.00 to +0.00,C: +0.00 to +172.15,I: +0.39 to +0.49,E: +0.58 to +0.73,A: +0.00 to +0.00,J: +0.69 to +1.00,R,"A, B, R","tertiary, residential"
653,"E: +7,021.92 to +10,752.29",E: +373.51 to +479.10,F: +36.00 to +47.89,G: +8.00 to +12.00,H: +4.06 to +5.96,H: +0.39 to +0.47,F: +0.00 to +1.00,F: +0.00 to +43.06,F: +20.19 to +25.87,A: +0.00 to +0.00,G: +466.13 to +602.17,I: +0.39 to +0.49,G: +0.86 to +1.00,H: +0.79 to +1.00,J: +0.69 to +1.00,R,"A, B, R","primary, tertiary, residential"
654,"D: +4,883.63 to +7,021.92",D: +309.19 to +373.51,E: +20.94 to +36.00,F: +5.00 to +8.00,H: +4.06 to +5.96,J: +0.62 to +0.99,A: +0.00 to +0.00,A: +0.00 to +0.00,F: +20.19 to +25.87,A: +0.00 to +0.00,G: +466.13 to +602.17,J: +0.49 to +1.40,J: +1.00 to +1.00,A: +0.00 to +0.00,J: +0.69 to +1.00,R,"A, B, R","primary, secondary, residential"
655,"D: +4,883.63 to +7,021.92",C: +256.79 to +309.19,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,H: +0.44 to +0.53,B,"B, G",residential
656,"E: +7,021.92 to +10,752.29",D: +309.19 to +373.51,C: +0.00 to +12.00,G: +8.00 to +12.00,C: +0.00 to +0.40,D: +0.08 to +0.21,A: +0.00 to +0.00,A: +0.00 to +0.00,C: +4.58 to +12.32,A: +0.00 to +0.00,C: +0.00 to +172.15,D: +0.04 to +0.12,J: +1.00 to +1.00,A: +0.00 to +0.00,I: +0.53 to +0.69,B,"A, B, G",secondary
657,"D: +4,883.63 to +7,021.92",C: +256.79 to +309.19,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,G: +0.35 to +0.44,B,"B, G",residential
658,"E: +7,021.92 to +10,752.29",E: +373.51 to +479.10,C: +0.00 to +12.00,D: +1.00 to +3.00,C: +0.00 to +0.40,C: +0.00 to +0.08,A: +0.00 to +0.00,A: +0.00 to +0.00,B: +0.00 to +4.58,A: +0.00 to +0.00,D: +172.15 to +287.72,C: +0.00 to +0.04,H: +1.00 to +1.00,A: +0.00 to +0.00,G: +0.35 to +0.44,B,"B, G","secondary, tertiary"
659,"E: +7,021.92 to +10,752.29",E: +373.51 to +479.10,C: +0.00 to +12.00,G: +8.00 to +12.00,D: +0.40 to +1.50,H: +0.39 to +0.47,A: +0.00 to +0.00,A: +0.00 to +0.00,C: +4.58 to +12.32,A: +0.00 to +0.00,E: +287.72 to +376.68,G: +0.26 to +0.33,J: +1.00 to +1.00,A: +0.00 to +0.00,H: +0.44 to +0.53,B,"B, G, U",residential
660,"C: +3,186.09 to +4,883.63",C: +256.79 to +309.19,E: +20.94 to +36.00,F: +5.00 to +8.00,E: +1.50 to +2.17,J: +0.62 to +0.99,A: +0.00 to +0.00,A: +0.00 to +0.00,C: +4.58 to +12.32,A: +0.00 to +0.00,F: +376.68 to +466.13,J: +0.49 to +1.40,J: +1.00 to +1.00,A: +0.00 to +0.00,I: +0.53 to +0.69,B,"A, B, R",secondary
661,"D: +4,883.63 to +7,021.92",C: +256.79 to +309.19,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,G: +0.35 to +0.44,B,"B, G",secondary
662,"C: +3,186.09 to +4,883.63",C: +256.79 to +309.19,C: +0.00 to +12.00,E: +3.00 to +5.00,D: +0.40 to +1.50,G: +0.33 to +0.39,A: +0.00 to +0.00,A: +0.00 to +0.00,C: +4.58 to +12.32,A: +0.00 to +0.00,E: +287.72 to +376.68,F: +0.20 to +0.26,I: +1.00 to +1.00,A: +0.00 to +0.00,H: +0.44 to +0.53,B,"B, G, R",secondary
663,"C: +3,186.09 to +4,883.63",C: +256.79 to +309.19,C: +0.00 to +12.00,E: +3.00 to +5.00,D: +0.40 to +1.50,E: +0.21 to +0.28,A: +0.00 to +0.00,A: +0.00 to +0.00,C: +4.58 to +12.32,A: +0.00 to +0.00,E: +287.72 to +376.68,D: +0.04 to +0.12,H: +1.00 to +1.00,A: +0.00 to +0.00,F: +0.28 to +0.35,B,"B, G",secondary
664,"E: +7,021.92 to +10,752.29",D: +309.19 to +373.51,C: +0.00 to +12.00,F: +5.00 to +8.00,C: +0.00 to +0.40,C: +0.00 to +0.08,A: +0.00 to +0.00,A: +0.00 to +0.00,B: +0.00 to +4.58,A: +0.00 to +0.00,C: +0.00 to +172.15,D: +0.04 to +0.12,J: +1.00 to +1.00,A: +0.00 to +0.00,G: +0.35 to +0.44,B,"B, G, R, U",secondary
665,"D: +4,883.63 to +7,021.92",D: +309.19 to +373.51,C: +0.00 to +12.00,G: +8.00 to +12.00,D: +0.40 to +1.50,G: +0.33 to +0.39,A: +0.00 to +0.00,A: +0.00 to +0.00,B: +0.00 to +4.58,A: +0.00 to +0.00,D: +172.15 to +287.72,F: +0.20 to +0.26,G: +0.86 to +1.00,A: +0.00 to +0.00,F: +0.28 to +0.35,B,"B, G",secondary
666,"D: +4,883.63 to +7,021.92",C: +256.79 to +309.19,C: +0.00 to +12.00,D: +1.00 to +3.00,C: +0.00 to +0.40,D: +0.08 to +0.21,A: +0.00 to +0.00,A: +0.00 to +0.00,C: +4.58 to +12.32,A: +0.00 to +0.00,D: +172.15 to +287.72,C: +0.00 to +0.04,H: +1.00 to +1.00,A: +0.00 to +0.00,G: +0.35 to +0.44,B,"B, G",secondary
667,"C: +3,186.09 to +4,883.63",B: +167.74 to +256.79,C: +0.00 to +12.00,F: +5.00 to +8.00,D: +0.40 to +1.50,I: +0.47 to +0.62,A: +0.00 to +0.00,A: +0.00 to +0.00,B: +0.00 to +4.58,A: +0.00 to +0.00,E: +287.72 to +376.68,G: +0.26 to +0.33,I: +1.00 to +1.00,A: +0.00 to +0.00,F: +0.28 to +0.35,B,"B, G",secondary
668,"G: +16,208.22 to +25,962.57",G: +575.40 to +705.73,I: +80.48 to +100.35,G: +8.00 to +12.00,I: +5.96 to +9.79,E: +0.21 to +0.28,H: +3.00 to +6.00,I: +60.59 to +73.47,H: +32.47 to +43.58,J: +19.31 to +128.65,G: +466.13 to +602.17,F: +0.20 to +0.26,F: +0.73 to +0.86,G: +0.50 to +0.79,G: +0.35 to +0.44,B,"B, G, R, U","secondary, tertiary"
669,"D: +4,883.63 to +7,021.92",C: +256.79 to +309.19,C: +0.00 to +12.00,C: +0.00 to +1.00,C: +0.00 to +0.40,C: +0.00 to +0.08,A: +0.00 to +0.00,A: +0.00 to +0.00,C: +4.58 to +12.32,A: +0.00 to +0.00,D: +172.15 to +287.72,C: +0.00 to +0.04,G: +0.86 to +1.00,A: +0.00 to +0.00,G: +0.35 to +0.44,B,"B, G",residential
670,"G: +16,208.22 to +25,962.57",F: +479.10 to +575.40,I: +80.48 to +100.35,F: +5.00 to +8.00,H: +4.06 to +5.96,H: +0.39 to +0.47,G: +1.00 to +3.00,H: +50.20 to +60.59,H: +32.47 to +43.58,J: +19.31 to +128.65,"J: +1,173.35 to +23,420.93",F: +0.20 to +0.26,E: +0.58 to +0.73,H: +0.79 to +1.00,E: +0.22 to +0.28,B,"A, B, G",secondary
671,"E: +7,021.92 to +10,752.29",D: +309.19 to +373.51,C: +0.00 to +12.00,F: +5.00 to +8.00,D: +0.40 to +1.50,I: +0.47 to +0.62,A: +0.00 to +0.00,A: +0.00 to +0.00,C: +4.58 to +12.32,A: +0.00 to +0.00,H: +602.17 to +800.41,G: +0.26 to +0.33,F: +0.73 to +0.86,A: +0.00 to +0.00,E: +0.22 to +0.28,B,"B, G",secondary
672,"D: +4,883.63 to +7,021.92",C: +256.79 to +309.19,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,G: +0.35 to +0.44,B,"B, G",secondary
673,"C: +3,186.09 to +4,883.63",C: +256.79 to +309.19,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,D: +0.17 to +0.22,B,"B, G",secondary
674,"G: +16,208.22 to +25,962.57",F: +479.10 to +575.40,E: +20.94 to +36.00,E: +3.00 to +5.00,C: +0.00 to +0.40,C: +0.00 to +0.08,A: +0.00 to +0.00,A: +0.00 to +0.00,D: +12.32 to +17.74,A: +0.00 to +0.00,C: +0.00 to +172.15,C: +0.00 to +0.04,F: +0.73 to +0.86,A: +0.00 to +0.00,J: +0.69 to +1.00,B,"G, R","primary, secondary, residential"
675,"D: +4,883.63 to +7,021.92",D: +309.19 to +373.51,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,F: +0.28 to +0.35,B,"B, G",secondary
676,"D: +4,883.63 to +7,021.92",C: +256.79 to +309.19,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,C: +0.11 to +0.17,B,"B, G",secondary
677,"F: +10,752.29 to +16,208.22",E: +373.51 to +479.10,G: +47.89 to +62.56,C: +0.00 to +1.00,E: +1.50 to +2.17,C: +0.00 to +0.08,F: +0.00 to +1.00,I: +60.59 to +73.47,J: +59.04 to +176.83,I: +11.99 to +19.31,"I: +800.41 to +1,173.35",C: +0.00 to +0.04,G: +0.86 to +1.00,H: +0.79 to +1.00,E: +0.22 to +0.28,B,"B, G, R","secondary, tertiary, residential"
678,"E: +7,021.92 to +10,752.29",D: +309.19 to +373.51,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,E: +0.22 to +0.28,B,"B, G",secondary
679,"D: +4,883.63 to +7,021.92",C: +256.79 to +309.19,G: +47.89 to +62.56,D: +1.00 to +3.00,I: +5.96 to +9.79,H: +0.39 to +0.47,G: +1.00 to +3.00,G: +43.06 to +50.20,I: +43.58 to +59.04,J: +19.31 to +128.65,"I: +800.41 to +1,173.35",D: +0.04 to +0.12,H: +1.00 to +1.00,H: +0.79 to +1.00,C: +0.11 to +0.17,B,B,secondary
680,"D: +4,883.63 to +7,021.92",C: +256.79 to +309.19,I: +80.48 to +100.35,D: +1.00 to +3.00,J: +9.79 to +49.32,J: +0.62 to +0.99,G: +1.00 to +3.00,I: +60.59 to +73.47,I: +43.58 to +59.04,J: +19.31 to +128.65,"J: +1,173.35 to +23,420.93",F: +0.20 to +0.26,H: +1.00 to +1.00,H: +0.79 to +1.00,C: +0.11 to +0.17,B,"A, B",secondary
681,"E: +7,021.92 to +10,752.29",D: +309.19 to +373.51,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,G: +0.35 to +0.44,B,"B, G",secondary
682,"D: +4,883.63 to +7,021.92",D: +309.19 to +373.51,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,C: +0.11 to +0.17,B,"B, G",secondary
683,"E: +7,021.92 to +10,752.29",E: +373.51 to +479.10,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,F: +0.28 to +0.35,B,"B, G",secondary
684,"C: +3,186.09 to +4,883.63",C: +256.79 to +309.19,H: +62.56 to +80.48,E: +3.00 to +5.00,J: +9.79 to +49.32,J: +0.62 to +0.99,H: +3.00 to +6.00,H: +50.20 to +60.59,I: +43.58 to +59.04,I: +11.99 to +19.31,"I: +800.41 to +1,173.35",J: +0.49 to +1.40,H: +1.00 to +1.00,H: +0.79 to +1.00,B: +0.06 to +0.11,B,"B, G",secondary
685,"D: +4,883.63 to +7,021.92",C: +256.79 to +309.19,H: +62.56 to +80.48,E: +3.00 to +5.00,J: +9.79 to +49.32,J: +0.62 to +0.99,H: +3.00 to +6.00,H: +50.20 to +60.59,I: +43.58 to +59.04,I: +11.99 to +19.31,"I: +800.41 to +1,173.35",I: +0.39 to +0.49,I: +1.00 to +1.00,H: +0.79 to +1.00,B: +0.06 to +0.11,B,"B, G",secondary
686,"F: +10,752.29 to +16,208.22",F: +479.10 to +575.40,I: +80.48 to +100.35,G: +8.00 to +12.00,I: +5.96 to +9.79,G: +0.33 to +0.39,H: +3.00 to +6.00,J: +73.47 to +217.00,I: +43.58 to +59.04,G: +0.00 to +5.71,G: +466.13 to +602.17,G: +0.26 to +0.33,E: +0.58 to +0.73,G: +0.50 to +0.79,D: +0.17 to +0.22,B,"B, G, R","secondary, tertiary, residential"
687,"C: +3,186.09 to +4,883.63",C: +256.79 to +309.19,H: +62.56 to +80.48,D: +1.00 to +3.00,J: +9.79 to +49.32,I: +0.47 to +0.62,G: +1.00 to +3.00,I: +60.59 to +73.47,I: +43.58 to +59.04,J: +19.31 to +128.65,"I: +800.41 to +1,173.35",I: +0.39 to +0.49,H: +1.00 to +1.00,H: +0.79 to +1.00,B: +0.06 to +0.11,B,B,secondary
688,"D: +4,883.63 to +7,021.92",C: +256.79 to +309.19,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,D: +0.17 to +0.22,B,"B, G",secondary
689,"D: +4,883.63 to +7,021.92",C: +256.79 to +309.19,I: +80.48 to +100.35,E: +3.00 to +5.00,J: +9.79 to +49.32,J: +0.62 to +0.99,G: +1.00 to +3.00,I: +60.59 to +73.47,I: +43.58 to +59.04,J: +19.31 to +128.65,"I: +800.41 to +1,173.35",F: +0.20 to +0.26,H: +1.00 to +1.00,H: +0.79 to +1.00,B: +0.06 to +0.11,B,"A, B",secondary
690,"C: +3,186.09 to +4,883.63",B: +167.74 to +256.79,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,E: +0.22 to +0.28,B,"B, G",secondary
691,"C: +3,186.09 to +4,883.63",B: +167.74 to +256.79,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,D: +0.17 to +0.22,B,"B, G",secondary
692,"D: +4,883.63 to +7,021.92",D: +309.19 to +373.51,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,C: +0.11 to +0.17,B,"B, G",secondary
693,"D: +4,883.63 to +7,021.92",C: +256.79 to +309.19,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,A: +0.00 to +0.00,C: +0.11 to +0.17,B,"B, G",secondary
694,"E: +7,021.92 to +10,752.29",E: +373.51 to +479.10,C: +0.00 to +12.00,C: +0.00 to +1.00,C: +0.00 to +0.40,C: +0.00 to +0.08,A: +0.00 to +0.00,A: +0.00 to +0.00,C: +4.58 to +12.32,A: +0.00 to +0.00,E: +287.72 to +376.68,C: +0.00 to +0.04,G: +0.86 to +1.00,A: +0.00 to +0.00,B: +0.06 to +0.11,B,"B, G",secondary
